investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
,USD,11790000000,3.7,,29-09-2002,187055,,5.45
Blend,USD,1910000000,1.35,3,28-11-2016,231893,Large,12.57
Blend,USD,43480000,0,3,28-12-2015,217205,Small,9.12
Value,USD,207680000,1.84,3,31-07-2012,148454,Small,1.29
Blend,USD,2350000000,1.3,,30-12-2014,221237,Large,13.03
Value,USD,155290000,2.93,5,06-12-1993,76643,Medium,2.6
Value,USD,15070000000,2.36,0,28-04-2016,165950,Large,0.77
Growth,USD,2430000000,0.19,4,11-05-1999,30293,Large,9.85
Growth,USD,1200000000,0,2,31-03-1993,105083,Medium,14.21
Value,USD,4930000,1.47,3,14-09-2015,48536,Large,10.28
Blend,USD,611440000,0.95,3,27-05-2009,123740,Large,11.24
Growth,USD,232120000,1.45,1,29-04-2015,163736,Medium,5.65
Blend,USD,93060000,2.45,2,24-06-1993,35756,Medium,2.52
Blend,USD,1250000000,2.03,,30-09-2003,101609,Large,9.13
Value,USD,1980000,0,0,24-05-2005,214748,Medium,-3.67
Growth,USD,851140000,2.51,3,30-03-2006,233171,Large,9.51
Value,USD,193440000,8.22,,27-02-2014,144467,Medium,10.53
Blend,USD,626420000,2.58,,28-12-2017,103175,Large,10.33
Value,USD,911420,0,0,19-02-2004,213191,Medium,-12.61
Blend,USD,5100000000,1.95,2,22-01-2015,207953,Large,2.69
Blend,USD,1950000000,1.39,,30-12-1996,94328,Large,8.84
Blend,USD,479350000,1.03,3,02-10-2011,117548,Large,9.3
Blend,USD,1420000,0,1,30-10-2005,42146,Large,5.42
Growth,USD,9670000000,4.85,5,28-02-2006,29195,Small,3.88
Blend,USD,992650000,3.36,,22-01-2018,201347,Medium,3.42
Value,USD,240000000,0.57,,14-12-2005,101240,Large,10.6
Blend,USD,1790000000,2.3,4,08-09-2016,177461,Large,2.29
Growth,USD,314580000,0,3,29-09-2016,69920,Large,17.88
,USD,15870000,0,,16-02-2005,205406,,1.53
Growth,USD,1510000000,0,3,24-06-2001,217268,Large,17.62
Blend,USD,276060000,4.14,2,30-03-1994,217376,Small,5.26
Value,USD,495180000,1.12,,30-04-2002,124685,Large,11.79
Growth,USD,200850000,0,4,02-03-2000,149147,Large,17
Blend,USD,965210000,3.15,3,27-03-2016,242522,Medium,3.68
Value,USD,809820000,1.72,3,30-03-2010,117755,Large,10.9
Value,USD,6180000,2.78,3,13-11-2014,130769,Large,6.63
Blend,USD,923310000,2.49,0,08-12-2016,238580,Medium,9.93
Growth,USD,4920000000,0.5,,28-02-2001,132722,Large,17.07
Blend,USD,1160000000,0.68,2,10-08-1997,165842,Large,12.15
Blend,USD,167920000,1.69,3,28-08-2007,175598,Large,11.73
Blend,USD,22150000,1.36,3,06-07-2014,224639,Small,11.16
Value,USD,5030000000,3.34,3,19-11-2015,207179,Large,7.19
Value,USD,125830000,5.76,3,18-12-2011,191699,Medium,7.57
Blend,USD,53220000,2.14,4,31-12-2009,158714,Large,10.68
Blend,USD,225390000,1.25,1,09-02-2014,168911,Medium,2.31
Growth,USD,26890000000,0.19,5,08-05-2008,79262,Large,16.47
Blend,USD,80810000,0,3,29-03-2012,232064,Small,7.31
Growth,USD,63490000,1.43,5,15-10-2015,224522,Medium,15.84
Blend,USD,3580000000,1.67,3,28-06-1962,230291,Large,11.15
Value,USD,1480000000,3.13,4,27-02-2018,165392,Large,8.32
Value,USD,375190000,2.35,,15-11-2011,52262,Medium,3.09
Blend,USD,47010000,0.59,2,30-12-2014,26189,Large,8.14
Value,USD,579600000,4.17,,08-04-1992,67094,Small,2.67
Growth,USD,514300000,0,4,29-09-2013,43721,Small,19.6
Blend,USD,116690000,2.16,,01-11-2015,69011,Large,9.79
Value,USD,1510000000,4.84,3,31-03-2005,155690,Small,6.68
Growth,USD,21330000000,0.5,4,31-01-2007,204263,Large,8.74
Blend,USD,352140000,0,2,27-12-2011,64349,Medium,14.9
Blend,USD,82470000,3.4,4,30-12-2013,70073,Medium,2.72
Growth,USD,21380000,0,2,17-12-2000,97631,Large,11.44
,USD,1000000000,2.4,3,29-11-2007,105362,,0.93
Blend,USD,12580000000,1.85,4,01-02-2016,87470,Large,13.6
Blend,USD,43230000,0,,16-09-2015,186155,Large,11.88
Blend,USD,133250000,2.44,3,14-12-2014,230264,Large,8.71
Growth,USD,5060000000,4.05,4,23-02-1984,159308,Small,3.62
Value,USD,8880000000,5.97,3,21-02-2005,130715,Small,7.36
Blend,USD,45270000,2.94,3,30-09-2007,201158,Medium,14.07
Blend,USD,27440000,1.97,0,17-12-2017,36845,Large,3.62
Blend,USD,2140000000,0.35,,19-02-1996,88451,Medium,15.88
Value,USD,468390000,0.15,1,21-01-1987,182258,Large,11.83
Blend,USD,15140000000,2.7,4,30-09-1998,130076,Medium,3.86
Blend,USD,226970000,5.08,2,03-09-1979,175094,Large,10.87
Blend,USD,6280000000,5.98,4,28-06-2016,85427,Small,7.62
Blend,USD,865730000,0.18,3,30-10-2000,225359,Small,11.91
Value,USD,25290000,2.52,1,21-06-2012,159596,Medium,0
Value,USD,530140000,2.3,,17-03-2014,133280,Medium,3.61
Value,USD,1160000000,5.43,,02-10-2008,32408,Small,7.21
Value,USD,15070000000,2.31,0,28-04-2016,165932,Large,0.75
Growth,USD,58770000,1.54,4,06-03-2016,235277,Large,8.38
Value,USD,499150000,1.48,2,01-11-1979,149435,Medium,0.85
,USD,20380000,0.92,,11-04-2017,171395,,-0.45
Blend,USD,22090000,0.64,0,18-09-2017,195659,Large,11.21
Blend,USD,1030000000,1.56,2,30-07-2008,240038,Large,10.64
Growth,USD,2150000000,0.39,0,14-12-2016,104102,Large,10.79
Growth,USD,221040000,0.26,3,28-06-2012,245501,Large,12.66
Blend,USD,21800000000,2.94,4,15-06-2004,82349,Medium,3.78
Blend,USD,,,1,01-04-2012,225413,Large,
Growth,USD,567270000,0,2,29-09-1996,187784,Small,15
Blend,USD,423960000,3.59,,08-04-1984,219833,Medium,2.76
Value,USD,302290000,2.35,4,08-11-1992,64826,Large,10.99
Growth,USD,494220000,0.33,4,22-03-2006,119969,Large,16.17
Blend,USD,2670000000,2.53,4,30-07-2017,129311,Large,12
Value,USD,47300000,0.71,,14-12-2006,173078,Large,16.08
Growth,USD,550350000,0,2,30-08-2006,119213,Medium,22.56
Value,USD,280430000,2.1,2,31-01-2018,225476,Large,8.8
Growth,USD,836900000,4.16,1,28-06-2012,128204,Small,5.71
Growth,USD,31070000,0.24,1,29-09-2002,114362,Large,9.8
Growth,USD,2030000000,0,2,13-07-2000,155087,Medium,15.31
Value,USD,1100000000,3.01,2,30-04-1995,91664,Medium,1.99
Value,USD,1570000000,2.44,4,28-12-2010,89270,Large,6.12
Growth,USD,85850000,1.12,4,29-02-2012,100691,Medium,18.51
Blend,USD,1120000000,2.49,4,26-12-2011,224387,Medium,2.66
Blend,USD,198150000,2.84,3,01-04-2007,215369,Medium,16.78
Value,USD,2090000000,1.4,3,06-09-1993,165239,Medium,1.86
Value,USD,5080000000,2.1,,17-12-1992,237392,Large,8.04
Blend,USD,713700000,2.08,,12-06-2013,59723,Large,11.77
Blend,USD,192720000,2.32,3,03-01-1988,74429,Large,8.7
Growth,USD,1120000000,0,,16-04-1995,144665,Large,13.9
Growth,USD,85490000,0.41,,25-02-2016,236114,Medium,15.2
Blend,USD,271790000,2.37,2,19-06-2011,162701,Large,9.11
Value,USD,1960000000,3.3,5,14-10-2008,161171,Medium,3.05
Growth,USD,119680000,0,,12-12-2007,80000,Large,15.02
Blend,USD,7880000000,2.63,3,26-08-2002,83609,Medium,3.42
Growth,USD,2080000000,0.56,5,26-10-2000,241226,Large,16.73
Growth,USD,3670000000,1.5,4,21-07-1996,107423,Large,14.06
,USD,24020000,0,1,13-12-2012,107432,,-1.16
,USD,94370000,7.41,5,29-12-2013,189431,,11.85
Blend,USD,1.4018E+11,1.83,5,20-06-2002,208502,Large,7.88
Value,USD,996510000,2.69,4,02-10-2017,62513,Medium,1.4
Value,USD,397350000,5.25,4,14-12-1998,119267,Small,7.43
Growth,USD,334630000,2.62,5,05-07-2009,128708,Medium,15.87
Blend,USD,3380000000,2,3,19-07-2017,89801,Large,4.33
Blend,USD,78270000,2.47,,29-03-2016,136781,Large,10.94
Value,USD,6920000000,3.07,4,29-09-2011,63773,Small,1.74
Growth,USD,7810000000,1.09,,17-05-2012,106730,Large,12.92
Blend,USD,78460000,1.84,2,28-02-2018,188513,Large,11.93
Value,USD,150830000,2.21,4,30-05-2000,110456,Large,2.53
Blend,USD,22090000,0.89,0,18-09-2017,195677,Large,11.23
Growth,USD,2010000000,2.39,4,29-11-2007,231317,Large,12.66
Growth,USD,271400000,0.67,3,29-09-2008,141758,Large,14.97
Value,USD,244990000,2.29,5,10-01-2016,163547,Small,1.24
,USD,83010000,3.75,2,12-02-2014,173456,,1.9
Value,USD,159320000,2.35,3,30-08-2000,130841,Medium,1.77
Value,USD,27930000,1.39,2,31-10-2013,29915,Medium,6.47
Growth,USD,8440000000,0,5,30-09-1996,36566,Large,15.97
Blend,USD,158490000,1.14,,06-08-2015,234125,Large,13.54
Blend,USD,1480000000,3.09,4,30-06-2008,91637,Large,2.49
Growth,USD,9670000000,4.61,4,01-01-1986,29222,Small,3.71
Blend,USD,389880000,0,1,01-01-1997,118835,Large,12.42
Blend,USD,199630000,3.83,4,03-10-2007,145223,Medium,2.45
Growth,USD,195480000,0.67,1,29-04-2013,157121,Medium,9.51
Growth,USD,241230000,0.06,3,06-05-2012,130625,Large,16.5
Value,USD,555830000,2.15,2,16-03-2017,227411,Large,8.21
Blend,USD,25450000,1.85,0,24-08-2016,226907,Large,6.25
Blend,USD,19910000,2.87,3,30-04-1996,148931,Medium,2.69
Blend,USD,81760000,1.94,1,31-07-2006,94643,Large,10.78
Blend,USD,903800000,2.06,2,01-01-1992,96146,Large,12.37
Blend,USD,11160000,1.82,2,28-02-2016,168650,Large,12.02
Blend,USD,104440000,2.35,4,28-08-2016,142343,Large,12.95
Blend,USD,1640000,3.06,2,29-11-2015,197378,Large,11.05
Value,USD,3520000,0.47,3,17-04-2011,239084,Large,13.72
Growth,USD,13460000000,0,4,27-02-2017,112229,Medium,20.09
Blend,USD,13990000000,1.03,4,22-09-2002,38402,Large,10.01
Growth,USD,4440000000,3.56,4,20-04-1977,59354,Small,5.03
Blend,USD,40410000,1.02,0,10-05-2016,170225,Large,5.3
Growth,USD,2680000000,1.18,3,26-05-1935,74438,Large,13.22
Blend,USD,12390000,1.82,3,26-12-2013,48995,Large,11.17
Blend,USD,71230000,3.69,5,22-08-1993,169937,Medium,1.17
Value,USD,62720000,2.17,2,31-07-2007,118520,Large,9.6
Growth,USD,334630000,2.69,5,15-02-2010,133550,Medium,15.87
Value,USD,51770000,5.28,5,14-12-2015,75212,Large,9.65
Growth,USD,1840000000,0,3,14-11-2010,238184,Large,21.41
Blend,USD,2330000000,2,4,30-05-2011,143819,Large,12.68
Blend,USD,68620000,0.58,3,30-01-2003,87974,Large,11.45
Blend,USD,2330000000,3.06,,05-07-2017,230984,Medium,2.66
Value,USD,794940000,3.63,3,25-02-2010,47429,Medium,4.9
,USD,250640000,0.28,3,08-07-2012,37547,,6.09
Growth,USD,671810000,0,2,29-06-2014,74825,Medium,13.77
Blend,USD,152620000,0.55,,25-01-2018,186605,Large,13.69
Blend,USD,194910000,1.77,4,24-03-2011,215405,Large,10.2
,USD,1230000000,0.41,3,30-11-2015,104273,,3.59
Value,USD,345800000,1.62,,28-03-2000,205550,Large,12.93
Value,USD,979600,1.23,,15-12-2016,251522,Medium,13.45
Blend,USD,655510000,3.58,5,28-11-2010,178766,Small,4.82
Value,USD,243590000,2.36,,09-07-2014,202103,Large,8.98
Value,USD,5630000000,2.37,3,08-02-1996,65213,Large,0.99
Growth,USD,39950000,0,2,09-11-2015,37133,Medium,11.67
Growth,USD,2230000000,1.06,3,31-08-2017,205685,Large,12.48
Blend,USD,5560000000,2.93,4,31-03-2005,162143,Medium,3.72
Growth,USD,522730000,0.41,,01-10-2000,242504,Large,16.78
Growth,USD,538710000,1.18,3,25-08-2008,219284,Large,15.11
Value,USD,483240000,3.76,4,29-09-1994,164717,Medium,1.6
Blend,USD,3370000000,2.07,4,03-12-2013,90125,Large,11.29
Value,USD,121770000,2.36,3,29-12-2011,31922,Large,9.16
Growth,USD,314580000,0,3,14-04-1999,66248,Large,17.88
Growth,USD,1100000000,0,3,07-11-2012,53072,Large,23.28
Blend,USD,18000000,1.77,1,29-06-2015,249902,Large,10.28
Blend,USD,46000000,0.34,3,18-05-2014,170900,Large,4.57
Blend,USD,426010000,0.24,3,30-09-1997,249416,Large,11.15
Growth,USD,2580000000,0.14,4,28-02-2005,55637,Medium,21.98
Value,USD,2050000000,3.42,2,16-06-2013,75536,Large,10.51
Growth,USD,46290000,0.51,4,16-11-2003,106469,Medium,13.67
Blend,USD,112670,2.07,,07-06-2017,95849,Large,11.69
Value,USD,2090000000,1.3,3,30-06-1994,165248,Medium,1.83
Growth,USD,35130000,0,4,07-03-2010,181349,Medium,17.95
Value,USD,699440000,6.47,,18-05-2017,32390,Small,6.83
Value,USD,1330000,1.9,2,30-12-2014,44927,Large,7.56
Blend,USD,166830000,1.25,3,30-08-1994,174239,Small,11.15
Value,USD,3820000000,3,2,27-10-2002,68417,Large,4.03
Blend,USD,2170000000,4.12,,03-01-1982,139670,Small,5.2
Growth,USD,5660000000,0.83,3,20-05-2012,98495,Large,10.75
Value,USD,1790000000,1.51,4,27-10-2004,226394,Large,10.97
Blend,USD,7570000,2.2,0,21-08-2016,105974,Large,11.61
Growth,USD,4480000000,2.72,5,16-01-2007,228653,Large,11.04
Value,USD,14450000000,3.15,4,21-02-2005,127196,Small,3.44
Blend,USD,410470000,2.51,1,30-11-1998,250280,Large,6.85
Growth,USD,109710000,0,3,30-06-1992,224927,Large,16.74
Growth,USD,1990000000,0.09,3,24-10-1993,121760,Large,13.93
Blend,USD,56990000,0.08,3,29-12-2011,69254,Medium,9.8
Value,USD,8010000000,0.41,4,30-10-2003,151514,Medium,14.38
Blend,USD,1520000000,0.76,3,28-06-2012,98351,Large,9.53
Value,USD,345130000,0.99,2,25-10-1993,113660,Small,13.93
Blend,USD,1130000000,1.74,,29-05-2008,37853,Large,11.22
Blend,USD,1270000000,1.91,1,03-09-2012,134882,Large,6.27
Value,USD,47600000,2.99,5,31-07-2012,164186,Large,7.53
Growth,USD,404240000,4.38,4,15-02-2006,205559,Small,7.79
Blend,USD,1750000000,1.5,1,28-02-2010,38105,Large,9.86
Blend,USD,1640000000,1.57,3,03-03-2003,212291,Small,11.53
Blend,USD,693770000,2.02,3,28-12-2006,69137,Medium,14.45
Blend,USD,5320000000,2.38,3,30-10-2001,150200,Medium,2.92
Value,USD,210060000,1.1,2,18-05-2011,73313,Large,10.75
Value,USD,325840000,1.57,3,30-07-2003,238922,Large,10.18
Blend,USD,118990000,0.4,,30-10-2005,120806,Large,11.28
Value,USD,57120000,1.96,4,30-01-2017,253637,Large,10.35
Growth,USD,81440000,1.33,,30-07-2001,60173,Medium,10.98
Blend,USD,764310000,2.55,,30-04-2012,135548,Large,10.84
Growth,USD,1380000000,0,3,18-04-2007,169379,Medium,18.74
Value,USD,3970000000,2.03,4,30-08-2006,113147,Large,11.46
Blend,USD,856760000,2.18,4,28-02-2008,239138,Large,10.43
Blend,USD,16360000,2.74,0,12-12-2016,184247,Large,11.28
Blend,USD,132250000,3.69,5,30-12-2014,196055,Medium,3.75
Blend,USD,2120000000,1.6,3,28-02-2002,120518,Large,9.13
Value,USD,65280000,1.06,3,18-05-2011,78614,Medium,0.33
Blend,USD,6260000000,2.3,4,14-05-2006,222038,Large,11.24
Growth,USD,,,3,31-10-2000,177101,Medium,
Blend,USD,6820000000,1.94,2,09-02-2014,172556,Medium,2.59
Blend,USD,218920000,0.97,1,31-07-2003,200690,Large,7.16
Value,USD,1810000000,1.87,3,13-09-2012,54728,Large,4.12
Value,USD,4850000000,4.71,3,30-04-2013,84095,Small,4.8
Growth,USD,624580000,0.19,4,29-11-2007,98288,Small,13.81
,USD,884760,0,0,28-03-2006,240335,,-16.41
Value,USD,145570000,3.75,2,01-03-1998,170495,Small,6.92
Growth,USD,834420000,3.98,4,15-03-2017,207638,Small,3.83
Growth,USD,282310000,0,2,01-01-1996,164654,Small,30.47
Growth,USD,59770000,0,2,13-10-2016,33938,Large,15.15
,USD,34010000,1.83,,22-06-2014,218915,,3.11
Value,USD,2790000000,3.36,4,31-07-2008,211229,Large,12.43
Blend,USD,626620000,0.39,3,16-12-2008,68003,Small,14.36
Growth,USD,3630000000,1.65,3,16-12-2015,236726,Large,12.7
Growth,USD,8180000,0.09,0,06-03-2018,244790,Medium,15.21
Blend,USD,5890000000,3.69,2,31-08-2011,131489,Small,5.12
Growth,USD,194050000,0,1,11-12-2008,108638,Medium,27.2
Value,USD,96810000,1.24,1,20-06-2010,173780,Medium,1.04
Growth,USD,1690000000,0,,31-10-2002,52595,Medium,18.48
,USD,1.1837E+11,5.15,5,29-03-2007,194390,,2.93
Blend,USD,18880000,0,2,19-04-2017,215171,Large,7.29
Blend,USD,45760000,1.6,0,24-08-2016,226916,Large,6.54
Blend,USD,823950000,2.03,2,13-04-2014,36773,Large,13.72
Growth,USD,589480000,1.18,5,21-03-2011,142415,Large,2.52
Blend,USD,3100000000,2.28,2,27-07-2010,195848,Large,12.98
Blend,USD,23870000,0.78,3,27-11-2003,174923,Large,12.02
Growth,USD,3740000000,0.89,0,08-02-2017,94958,Large,11.55
Value,USD,1330000000,1.51,2,16-09-1998,227861,Medium,15.84
Blend,USD,573390000,1.76,2,07-01-2015,157976,Large,5.86
Blend,USD,1850000000,3.98,4,30-08-2006,123866,Medium,3.65
Value,USD,251970000,2.32,3,02-02-2009,144557,Large,10.04
Blend,USD,3280000000,1.23,3,29-12-2002,159389,Large,13.42
Blend,USD,1370000000,1.06,3,28-02-2001,192815,Medium,14.46
Growth,USD,257090000,0.29,4,17-03-1992,97379,Large,9.82
Blend,USD,10760000,1.5,3,29-08-2013,141353,Medium,15.27
Blend,USD,2890000000,1.78,2,02-02-2014,53792,Large,9.44
Value,USD,2060000000,0.88,3,05-12-2000,195308,Large,10.34
Growth,USD,415630000,2.46,2,02-01-1994,150650,Medium,2.96
Blend,USD,292800000,1.65,3,29-09-2014,188783,Large,7.84
Blend,USD,360800000,1.86,,30-12-1968,93410,Large,9.16
,USD,74820000,5.31,0,31-10-2017,110807,,6.93
Value,USD,6750000000,1.93,,15-11-2006,54287,Large,1.07
Blend,USD,1.4018E+11,1.88,,24-07-1975,26864,Large,7.92
Growth,USD,20290000,0,1,02-11-2009,30275,Large,14.83
Value,USD,23790000,0.08,,10-07-2016,87056,Large,2.87
Blend,USD,146800000,1.35,,28-07-2015,122732,Large,9.27
Blend,USD,621710000,2.45,,29-06-2011,191942,Medium,4.25
Blend,USD,131490000,2.12,5,25-09-2014,238877,Large,12.15
Value,USD,894610000,2.44,3,08-07-2013,46304,Large,0.99
,USD,41600000,2.87,2,30-01-2007,234926,,9.7
Value,USD,813630000,3.71,2,04-07-2017,120356,Medium,1.91
Growth,USD,119240000,3.39,4,07-11-2012,54710,Medium,3.71
Blend,USD,19620000,0,1,18-03-2009,36755,Medium,10.33
Blend,USD,2290000,1.1,,30-05-2017,145709,Large,12.74
Growth,USD,624990000,0,,30-09-2007,101447,Large,16.92
Value,USD,19310000,1.69,,28-06-2007,139292,Medium,0.98
Blend,USD,320840000,3.13,5,30-04-2015,167156,Large,2.21
Blend,USD,386930000,0,2,10-10-2011,117908,Large,11.9
Value,USD,1180000000,1.75,2,30-12-2012,225908,Medium,2.31
Value,USD,134810000,3.17,1,27-06-2005,192194,Large,2.28
Value,USD,134090000,3.76,,14-03-2016,214955,Medium,4.98
Value,USD,75810000,1.6,3,30-11-2009,139076,Small,13.68
Growth,USD,119240000,3.3,,28-02-2018,56654,Medium,3.7
Value,USD,362270000,4.44,4,30-08-2011,194678,Medium,3.68
Value,USD,739110000,1.84,4,19-08-1981,92564,Medium,1.17
Value,USD,1990000000,4.82,2,30-10-2013,134360,Small,3.85
Blend,USD,13760000000,1.46,4,30-07-1998,219221,Large,7.92
Growth,USD,806910000,0.09,2,29-07-2010,47141,Large,15.7
Blend,USD,34340000,0,,26-12-2000,81548,Large,16.15
Blend,USD,1640000,2.64,2,29-11-2015,197423,Large,11.02
Blend,USD,1670000000,1.41,,13-09-2012,62090,Large,7.27
Blend,USD,1510000000,4.48,4,06-05-2003,77030,Small,3.9
Value,USD,41280000,2.46,,31-03-2013,131120,Large,8
Blend,USD,691840000,2,4,30-04-2015,167390,Large,12.87
Growth,USD,1100000000,0,5,28-06-2012,45674,Large,17.99
Growth,USD,1960000000,0,4,14-11-2013,162044,Medium,18.18
Growth,USD,965540000,0,,02-10-2008,221552,Medium,14.51
Value,USD,265000000,2.35,,02-03-2008,111023,Large,10.05
Value,USD,18880000,0,,09-05-2016,253610,Medium,12.47
Growth,USD,3590000000,1.47,,31-01-2005,233513,Large,15.68
Value,USD,16690000,1.09,0,13-11-2017,54656,Medium,4.21
Blend,USD,1110000000,2.18,4,20-05-1999,169820,Large,11.99
Value,USD,823920000,1.77,3,08-09-2002,123965,Large,10.91
Value,USD,2870000000,0.65,,02-11-2008,130814,Large,12.58
Blend,USD,226130000,0.05,3,07-12-2011,40958,Large,11.37
,USD,37880000,4.16,4,10-02-2008,138725,,4.97
Growth,USD,798470000,0,3,09-10-2003,74249,Large,18.77
Value,USD,203670000,1.24,2,05-07-2009,134558,Large,7.97
,USD,412990000,2.38,3,04-02-2009,197693,,3.3
Growth,USD,764210000,0,,20-01-2003,187649,Large,13.49
Blend,USD,276010000,0.86,3,09-12-2001,122822,Large,14.11
Blend,USD,10960000000,2.79,3,31-08-2011,137447,Large,9.39
Blend,USD,18060000,2.32,0,29-04-2015,149750,Large,33.79
Value,USD,5850000000,1.96,4,31-10-2010,208889,Large,1.87
Blend,USD,3670000000,0.48,3,23-10-2016,110591,Large,10.25
Value,USD,82500000,7.22,5,29-04-2014,107153,Large,7.23
Blend,USD,525150000,2.68,,30-04-2006,156563,Medium,2.98
Blend,USD,135590000,2.58,,02-08-2015,225098,Large,2.61
Blend,USD,6260000000,2.15,4,14-05-2006,221984,Large,11.18
Growth,USD,32320000,0,1,31-10-2010,231704,Medium,4.91
Growth,USD,751900000,1.59,,15-02-2018,159128,Large,12
Growth,USD,100900000,0,2,26-01-2000,185615,Large,14.66
Growth,USD,362220000,0,3,26-02-2009,122831,Small,17.32
Value,USD,39330000,4.64,4,30-12-2013,140948,Large,5.4
Blend,USD,19640000000,1.47,4,30-03-2006,233234,Large,13.91
Value,USD,40310000,1.88,0,11-10-2017,94841,Medium,0.82
Value,USD,556770000,0,3,23-02-2017,220841,Small,12.76
Growth,USD,350300000,0.99,1,31-03-2014,157319,Large,11.14
Growth,USD,404240000,4.8,3,07-11-2012,53855,Small,7.99
Growth,USD,1270000,1.46,1,24-06-2012,165185,Large,6.02
Blend,USD,28470000000,2.28,4,04-04-2005,64988,Large,8.61
Value,USD,89970000,0.97,3,28-08-2006,158462,Medium,13.39
Blend,USD,660730000,1.3,3,29-02-2016,212039,Large,13.44
Growth,USD,44500000,0,0,14-04-2016,53036,Large,16.31
Value,USD,426780000,3.08,3,03-04-2017,117998,Large,17.27
Blend,USD,158970000,3.43,,24-02-1997,94274,Medium,2.87
Value,USD,4580000000,2.69,3,31-03-2003,225215,Small,3.45
Growth,USD,6760000000,6.19,4,03-04-2017,143135,Medium,7.7
Growth,USD,490980000,0.78,5,15-08-2012,251414,Large,13.8
Blend,USD,838650000,2.65,3,26-03-2015,131138,Medium,3.17
Blend,USD,112570000,1.38,4,27-06-2013,231686,Large,9.02
Blend,USD,236450000,5.33,3,02-01-2006,122219,Medium,15.26
Blend,USD,3130000000,1.3,2,30-09-2008,124595,Large,7.42
Growth,USD,716960000,1.18,5,28-11-2016,182582,Large,14.5
Blend,USD,272910000,1.52,,01-06-2003,64970,Large,7.51
Value,USD,916490000,2.68,3,27-08-2015,170072,Large,7.81
Blend,USD,618420000,2.01,2,21-12-2006,113237,Large,10.97
Growth,USD,14780000000,1.21,5,31-01-2007,205784,Large,11.22
Blend,USD,36380000,1.52,5,14-05-2001,207908,Large,11.36
Growth,USD,337190000,0,,19-04-1992,223820,Small,14.03
,USD,145150000,3.62,4,30-07-1997,199772,,2.43
Blend,USD,1820000000,0.58,2,01-08-2010,241055,Large,11.73
Growth,USD,4480000000,2.57,4,29-09-2009,229319,Large,10.95
Growth,USD,215970000,1.15,4,25-03-2008,248768,Large,13.66
Value,USD,891990000,1.53,2,01-09-2003,226565,Large,12.62
Growth,USD,1990000000,1.02,4,30-03-2011,43712,Small,14.61
Growth,USD,94710000,0,5,22-09-2015,141875,Large,27.74
Value,USD,215020000,2.5,2,27-05-2010,146663,Medium,2.86
Growth,USD,177370000,1.15,1,03-12-2015,149363,Large,0.34
Growth,USD,573230000,0.75,,27-06-2006,195731,Small,10.8
Blend,USD,608090000,1.78,3,29-04-2010,115514,Large,10.79
Value,USD,46480000000,1.65,3,31-03-2005,152792,Large,12.72
Growth,USD,7810000000,0.82,2,17-05-2012,55295,Large,12.85
Value,USD,21830000000,3,5,11-02-2001,243287,Large,1.96
Value,USD,13720000,4.25,2,03-06-2013,206621,Large,10.6
Blend,USD,1190000000,2.72,3,03-09-2012,135665,Large,9.62
Value,USD,203670000,0.88,2,05-07-2009,134522,Large,8.38
Blend,USD,4650000000,3.93,,03-04-1995,221849,Medium,2.78
Value,USD,1340000000,10.71,3,19-10-2010,61235,Medium,20.47
Growth,USD,71000000,0,4,29-04-2008,59057,Large,22.03
Blend,USD,2140000000,1.01,4,31-01-2017,92906,Medium,16.04
Blend,USD,139690000,2.71,,04-12-1989,174518,Medium,2.21
Blend,USD,1020000000,3.07,3,26-08-2001,98999,Large,13.23
Growth,USD,3310000000,3.29,4,18-03-2009,102374,Medium,2.93
Value,USD,17780000000,5.21,3,30-07-2002,180422,Large,5.39
Blend,USD,213230000,1.88,3,28-02-2016,144098,Large,12.69
Growth,USD,242950000,0,5,29-07-2014,108197,Large,10.72
Value,USD,334760000,4.01,4,18-10-2007,46709,Large,3.95
Blend,USD,278440000,2.55,3,23-09-2012,117818,Small,7.6
Blend,USD,1060000000,0.72,3,24-11-2014,198593,Small,13.24
Blend,USD,1400000000,0.05,3,26-12-2000,88298,Large,18.58
Value,USD,749760000,0,1,30-01-1996,182564,Medium,14.07
